revision;file;methodSignature
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/java/org/apache/lucene/index/TermsHashPerThread;reset(boolean);void reset(boolean recyclePostings) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/test/org/apache/lucene/search/TestMultiTermConstantScore;setUp();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/java/org/apache/lucene/search/FieldCacheImpl;createValue(IndexReader,Entry);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/java/org/apache/lucene/index/TermsHashPerField;rehashPostings(int);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/java/org/apache/lucene/index/DocFieldProcessorPerThread;processDocument();@Override  public DocumentsWriter.DocWriter processDocument() throws IOException {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/test/org/apache/lucene/index/TestBackwardsCompatibility;createIndex(String,boolean);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/java/org/apache/lucene/index/DocumentsWriterThreadState;doAfterFlush();void doAfterFlush() {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/contrib/benchmark/src/java/org/apache/lucene/benchmark/byTask/tasks/CreateIndexTask;setIndexWriterConfig(IndexWriter,Config);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/java/org/apache/lucene/index/codecs/standard/StandardTermsDictWriter;close();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/test/org/apache/lucene/search/TestBoolean2;setUp();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/java/org/apache/lucene/index/codecs/sep/SepCodec;fieldsProducer(SegmentReadState);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/java/org/apache/lucene/index/StoredFieldsWriter;getPerDoc();synchronized PerDoc getPerDoc() {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/solr/contrib/dataimporthandler/src/test/java/org/apache/solr/handler/dataimport/TestRegexTransformer;mileage();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/java/org/apache/lucene/store/FSDirectory;copy(Directory,String,String);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/contrib/queryparser/src/test/org/apache/lucene/queryParser/standard/TestQueryParserWrapper;testQPA();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/java/org/apache/lucene/index/DocumentsWriter;add(DocWriter);synchronized public boolean add(DocWriter doc) throws IOException {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/java/org/apache/lucene/index/ByteBlockPool;setBytesRef(BytesRef,int);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/java/org/apache/lucene/index/BufferedDeletes;any();synchronized boolean any() {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/test/org/apache/lucene/util/LuceneTestCaseJ4;reportAdditionalFailureInfo();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/test/org/apache/lucene/search/spans/TestBasics;setUp();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ede7_249fd/rev_2ede7-249fd;/lucene/src/test/org/apache/lucene/index/TestByteSlices;getByteBlock();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_lucenesolr/revisions/rev_2ee47_d80c1/rev_2ee47-d80c1;/lucene/test-framework/src/java/org/apache/lucene/search/AssertingScorer;score(Collector);@Override  public void score(Collector collector) throws IOException {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_voldemort/revisions/rev_2f5de_e5a49/rev_2f5de-e5a49;/test/integration/voldemort/performance/LocalRoutedStoreLoadTest;getStore(Props,Props);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_voldemort/revisions/rev_2f5de_e5a49/rev_2f5de-e5a49;/src/java/voldemort/VoldemortAdminTool;readEntriesAscii(File,String,StoreDefinition);private static Iterator<Pair<ByteArray,Versioned<byte[]>>> readEntriesAscii(File inputDir,                                                                                String storeName,                                                                                StoreDefinition storeDefinition)                   throws IOException {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2f90f_9e8e1/rev_2f90f-9e8e1;/src/java/org/apache/cassandra/service/StorageService;exportSchema();public String exportSchema() throws IOException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2f90f_9e8e1/rev_2f90f-9e8e1;/contrib/stress/src/org/apache/cassandra/contrib/stress/operations/IndexedRangeSlicer;run(Cassandra.Client);public void run(Cassandra.Client client) throws IOException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2f90f_9e8e1/rev_2f90f-9e8e1;/src/java/org/apache/cassandra/config/CFMetaData;apply(org.apache.cassandra.avro.CfDef);public void apply(org.apache.cassandra.avro.CfDef cf_def) throws ConfigurationException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2f90f_9e8e1/rev_2f90f-9e8e1;/contrib/stress/src/org/apache/cassandra/contrib/stress/util/Operation;generateValues();protected List<ByteBuffer> generateValues()    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2f90f_9e8e1/rev_2f90f-9e8e1;/test/unit/org/apache/cassandra/service/AntiEntropyServiceTest;prepare();@Before    public void prepare() throws Exception    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2f90f_9e8e1/rev_2f90f-9e8e1;/src/java/org/apache/cassandra/db/ColumnFamilyStore;getFlushPath();public String getFlushPath()    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2f90f_c948f/rev_2f90f-c948f;/src/java/org/apache/cassandra/service/StorageService;exportSchema();public String exportSchema() throws IOException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2f90f_c948f/rev_2f90f-c948f;/contrib/stress/src/org/apache/cassandra/contrib/stress/operations/IndexedRangeSlicer;run(Cassandra.Client);public void run(Cassandra.Client client) throws IOException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2f90f_c948f/rev_2f90f-c948f;/src/java/org/apache/cassandra/config/CFMetaData;apply(org.apache.cassandra.avro.CfDef);public void apply(org.apache.cassandra.avro.CfDef cf_def) throws ConfigurationException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2f90f_c948f/rev_2f90f-c948f;/contrib/stress/src/org/apache/cassandra/contrib/stress/util/Operation;generateValues();protected List<ByteBuffer> generateValues()    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2f90f_c948f/rev_2f90f-c948f;/test/unit/org/apache/cassandra/service/AntiEntropyServiceTest;prepare();@Before    public void prepare() throws Exception    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_2f90f_c948f/rev_2f90f-c948f;/src/java/org/apache/cassandra/db/ColumnFamilyStore;getFlushPath();public String getFlushPath()    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_03c0a_360e2/rev_03c0a-360e2;/src/main/java/redis/clients/jedis/Connection;getAll(int);public List<Object> getAll(int except) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_3a13b_8fa42/rev_3a13b-8fa42;/src/java/org/apache/cassandra/io/PrecompactedRow;write(DataOutput);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_3a51c_c609f/rev_3a51c-c609f;/src/java/org/apache/cassandra/service/StorageProxy;writeHintForMutation(RowMutation,InetAddress);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_3a51c_c609f/rev_3a51c-c609f;/src/java/org/apache/cassandra/db/BatchlogManager;getRangeSlice(IDiskAtomFilter);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cloudify/revisions/rev_3a94c_dfaa3/rev_3a94c-dfaa3;/restful/src/main/java/org/cloudifysource/rest/controllers/ServiceController;startPollingForApplicationUninstallLifecycleEvents(String,List<ProcessingUnit>,int);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3b776_0b1d8/rev_3b776-0b1d8;/projects/OG-Financial/src/com/opengamma/financial/analytics/bond/BondSecurityToBondConverter;getBond(BondSecurity,String,ZonedDateTime,boolean);public Bond getBond(final BondSecurity security, final String curveName, final ZonedDateTime now, final boolean rollToSettlement) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3b776_0b1d8/rev_3b776-0b1d8;/projects/OG-Analytics/tests/unit/com/opengamma/financial/model/volatility/surface/SABRPDFTest;getD1Prime(double,double,double,double,double);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3b776_0b1d8/rev_3b776-0b1d8;/projects/OG-Financial/src/com/opengamma/financial/analytics/bond/BondForwardCalculator;getBondForward(BondSecurity,String,ZonedDateTime,ZonedDateTime,boolean);public BondForward getBondForward(final BondSecurity security, final String curveName, final ZonedDateTime now, final ZonedDateTime deliveryDate, final boolean rollToSettlement) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_3ca74_05b2a/rev_3ca74-05b2a;/src/java/org/apache/cassandra/metrics/LatencyMetrics;addMicro(long);public void addMicro(long micros)    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_3d787_f6df0/rev_3d787-f6df0;/src/java/org/apache/cassandra/db/SliceFromReadCommand;maybeGenerateRetryCommand(RepairCallback,Row);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_3d787_f6df0/rev_3d787-f6df0;/src/java/org/apache/cassandra/service/RowRepairResolver;resolveSuperset(Iterable<ColumnFamily>);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_3d787_f6df0/rev_3d787-f6df0;/test/unit/org/apache/cassandra/service/RowResolverTest;testResolveDeletedSuper();@Test    public void testResolveDeletedSuper()    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3d899_f6825/rev_3d899-f6825;/projects/OG-Financial/src/com/opengamma/financial/position/master/db/QueryPositionDbPositionMasterWorker;extractData(ResultSet);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3d899_f6825/rev_3d899-f6825;/projects/OG-Financial/tests/unit/com/opengamma/financial/position/master/db/ModifyPortfolioTreeDbPositionMasterWorkerUpdatePortfolioTreeTest;test_updatePortfolioTree_positionsRemoved_complex();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3d899_f6825/rev_3d899-f6825;/projects/OG-Financial/tests/unit/com/opengamma/financial/position/master/db/QueryFullDbPositionMasterWorkerGetFullPortfolioNodeTest;test_getFullPortfolioNode_112();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3d899_f6825/rev_3d899-f6825;/projects/OG-Financial/src/com/opengamma/financial/position/master/db/ModifyPositionDbPositionMasterWorker;sqlInsertTrades();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3d899_f6825/rev_3d899-f6825;/projects/OG-Financial/tests/unit/com/opengamma/financial/position/master/db/ModifyPositionDbPositionMasterWorkerAddPositionTest;test_addPositionWithTwoTrades_addThenGet();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3d899_f6825/rev_3d899-f6825;/projects/OG-Financial/tests/unit/com/opengamma/financial/position/master/db/AbstractDbPositionMasterWorkerTest;setUp();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3d899_f6825/rev_3d899-f6825;/projects/OG-Financial/tests/unit/com/opengamma/financial/position/master/db/ModifyPortfolioTreeDbPositionMasterWorkerRemovePortfolioTreeTest;test_removePortfolioTree_positionsRemoved();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3d899_f6825/rev_3d899-f6825;/projects/OG-Financial/src/com/opengamma/financial/position/master/ManageableTrade;propertySet(String,Object);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3d899_f6825/rev_3d899-f6825;/projects/OG-Financial/tests/unit/com/opengamma/financial/position/master/db/QueryPositionDbPositionMasterWorkerSearchPositionHistoricTest;test_searchPositionHistoric_documentCountWhenMultipleSecuritiesAndMultipleTrades();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3d899_f6825/rev_3d899-f6825;/projects/OG-Financial/tests/unit/com/opengamma/financial/position/master/db/QueryPositionDbPositionMasterWorkerSearchPositionsTest;test_searchPositions_versionAsOf_above();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3d899_f6825/rev_3d899-f6825;/projects/OG-Financial/src/com/opengamma/financial/position/master/db/QueryFullDbPositionMasterWorker;extractData(ResultSet);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3d899_f6825/rev_3d899-f6825;/projects/OG-Financial/tests/unit/com/opengamma/financial/position/master/db/QueryFullDbPositionMasterWorkerGetFullPortfolioTest;test_getFullPortfolio_101();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_3d930_583ac/rev_3d930-583ac;/src/java/org/apache/cassandra/db/CompactionManager;doScrub(ColumnFamilyStore);private void doScrub(ColumnFamilyStore cfs) throws IOException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_3df70_fdd37/rev_3df70-fdd37;/contrib/pig/src/java/org/apache/cassandra/hadoop/pig/CassandraStorage;initSchema(String);private void initSchema(String signature)    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3e6be_aa81b/rev_3e6be-aa81b;/src/com/opengamma/engine/view/PortfolioEvaluationModel;addLiveDataSubscriptions(LiveDataSnapshotProvider);public void addLiveDataSubscriptions(LiveDataSnapshotProvider liveDataSnapshotProvider) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_3e7e5_16ad4/rev_3e7e5-16ad4;/projects/OG-Web/src/main/java/com/opengamma/web/spring/defaults/EquityInstrumentDefaultValues;createDefaults();
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_3ebc2_34954/rev_3ebc2-34954;/src/main/java/redis/clients/jedis/TransactionBlock;setClient(Client);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_3ebc2_34954/rev_3ebc2-34954;/src/main/java/redis/clients/jedis/BinaryJedis;multi(TransactionBlock);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_jedis/revisions/rev_04f60_cb1b1/rev_04f60-cb1b1;/src/test/java/redis/clients/jedis/tests/SharedJedisPipelineTest;pipelineResponse();@Test    public void pipelineResponse() {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_atmosphere/revisions/rev_4a7fc_dabb0/rev_4a7fc-dabb0;/extras/jms/src/main/java/org/atmosphere/plugin/jms/JMSBroadcaster;configure(AtmosphereServlet.AtmosphereConfig);
/home/ines/gjcc/fpfnanalysis/samplerpl/java_cassandra/revisions/rev_4a49b_aa751/rev_4a49b-aa751;/contrib/pig/src/java/org/apache/cassandra/hadoop/pig/CassandraStorage;parseType(String);private AbstractType parseType(String type) throws IOException    {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_4b00e_e63cb/rev_4b00e-e63cb;/subprojects/core-impl/src/main/groovy/org/gradle/api/internal/artifacts/repositories/legacy/IvyDependencyResolverAdapter;doGetCandidateArtifacts(ModuleVersionMetaData,Class<?extendsSoftwareArtifact>);public Set<ModuleVersionArtifactMetaData> doGetCandidateArtifacts(ModuleVersionMetaData module, Class<? extends SoftwareArtifact> artifactType) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_gradle/revisions/rev_4b00e_e63cb/rev_4b00e-e63cb;/subprojects/core-impl/src/main/groovy/org/gradle/api/internal/artifacts/repositories/resolver/MavenResolver;createArtifactMetaData(ModuleVersionMetaData,String,String);private ModuleVersionArtifactMetaData createArtifactMetaData(ModuleVersionMetaData module, String type, String classifier) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_roboguice/revisions/rev_4b0f0_e06fb/rev_4b0f0-e06fb;/roboguice/src/main/java/roboguice/inject/PreferenceListener;reallyInjectMembers();public void reallyInjectMembers() {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_4bba0_94e1a/rev_4bba0-94e1a;/projects/OG-Financial/src/com/opengamma/financial/analytics/model/equity/JensenAlphaFunction;execute(FunctionExecutionContext,FunctionInputs,ComputationTarget,Set<ValueRequirement>);@Override  public Set<ComputedValue> execute(final FunctionExecutionContext executionContext, final FunctionInputs inputs, final ComputationTarget target,      final Set<ValueRequirement> desiredValues) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_4bba0_94e1a/rev_4bba0-94e1a;/projects/OG-Financial/src/com/opengamma/financial/analytics/model/equity/SharpeRatioFunction;execute(FunctionExecutionContext,FunctionInputs,ComputationTarget,Set<ValueRequirement>);@Override  public Set<ComputedValue> execute(final FunctionExecutionContext executionContext, final FunctionInputs inputs, final ComputationTarget target,      final Set<ValueRequirement> desiredValues) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_4bba0_94e1a/rev_4bba0-94e1a;/projects/OG-Financial/src/com/opengamma/financial/analytics/model/equity/CAPMBetaModelFunction;execute(FunctionExecutionContext,FunctionInputs,ComputationTarget,Set<ValueRequirement>);@Override  public Set<ComputedValue> execute(final FunctionExecutionContext executionContext, final FunctionInputs inputs, final ComputationTarget target,      final Set<ValueRequirement> desiredValues) {
/home/ines/gjcc/fpfnanalysis/samplerpl/java_ogplatform/revisions/rev_4bba0_94e1a/rev_4bba0-94e1a;/projects/OG-Financial/src/com/opengamma/financial/analytics/model/equity/TreynorRatioFunction;execute(FunctionExecutionContext,FunctionInputs,ComputationTarget,Set<ValueRequirement>);@Override  public Set<ComputedValue> execute(final FunctionExecutionContext executionContext, final FunctionInputs inputs, final ComputationTarget target,      final Set<ValueRequirement> desiredValues) {
